Project ID,Project Status,Project Name,Street Number ,Street Name,Street Type,Zip Code,Block,Lot,Supervisor District,City Analysis Neighborhood,Planning Neighborhood,Lead Agency,Program Area,Project Area,Project Type,Housing Tenure,SSP Acquisition Date,Issuance of Notice to Proceed,Issuance of Building Permit,Issuance of First Construction Document,Estimated/Actual Construction Start Date,Estimated Construction Completion,Project Lead Sponsor,Project Co-Sponsor,Project Owner,Planning  Case Number,Property Informaiton Map Link,Planning Entitlements,Entitlement Approval,Section 415 Declaration,Building Permit Number,Project Units,Affordable Units,Market Rate Units,% Affordable,SRO Units,Studio Units,1bd Units,2bd Units,3bd Units,4bd Units,5+ bd Units,Mobility Units,Manager Units,Manager Unit(s) Type,Family Units,Senior Units,TAY Units,Homeless Units,Disabled Units,LOSP Units,Public Housing Replacement Units,20% AMI,30% AMI,40% AMi,50% AMI,55% AMI,60% AMI,80% AMI,90% AMI,100% AMI,105% AMI,110% AMI,120% AMI,130% AMI,150% AMI,AMI Undeclared,Latitude,Longitude,Location
2018-044,(5) First Construction Document Issued,654 Capp,654,Capp,St,94110,3615,38,9,Mission,Mission,MOHCD,Small Sites Program,,Rehabilitation,Rental,05/30/2018,01/01/2019,,,01/01/2019,02/28/2021,Mission Economic Development Agency,,"MEDA Small Properties, LLC",2019-001748PRJ,http://propertymap.sfplanning.org/?search=2019-001748PRJ,,,,,7,7,,100,,1,6,,,,,,,,7,,,,,,,,,,,,,7,,,,,,,,,37.75625022,-122.4174529,"(37.756250218, -122.417452874999)"
2016-089,(2) Predevelopment Feasibility,Transbay Block 2 East,,Address not yet assigned,,94105,,,6,Financial District/South Beach,Financial District,OCII,Multifamily Rental Program,Transbay,New Construction,Rental,,09/01/2023,,,09/01/2023,08/01/2025,Mercy Housing California,,Transbay 2 Family L.P.,Not Applicable,,,,,,101,100,1,99,,,36,35,29,,,,1,2bd,100,,,20,,20,,20,10,,,,50,20,,,,,,,,,37.78940059,-122.3924064,"(37.789400591, -122.392406380999)"
2020-021,(6) Complete,1382 30th Ave,1382,30th,Ave,94122,1782,20,4,Sunset/Parkside,Outer Sunset,MOHCD,Small Sites Program,,Rehabilitation,Rental,06/04/2020,08/06/2020,,,08/06/2020,10/26/2020,Mission Economic Development Agency,,"MEDA Small Properties, LLC",Not Applicable,,,,,,4,4,,100,,,4,,,,,,,,4,,,,,,,,,,,,,4,,,,,,,,,37.76153,-122.48858,"(37.76153, -122.48858)"
2013-040,(6) Complete,Westbrook Apartments,40,Harbor,Rd,94124,4700,"120, 121",10,Bayview Hunters Point,Bayview,MOHCD,Rental Assistance Demonstration Program (RAD),,Rehabilitation,Rental,10/14/2016,11/07/2016,06/15/2016,11/07/2016,11/07/2016,03/21/2019,San Francisco Housing Development Corporation,Related California / John Stewart Company,"Westbrook Housing Partners, LP",2015-015743PRJ,http://propertymap.sfplanning.org/?search=2015-015743PRJ,,,,"201511031566, 201511031567, 201511031568, 201511031569, 201511031570, 201511031571, 201511031572, 201511031573, 201511031574, 201511031575, 201511031576, 201511031577, 201511031585",223,221,2,99,,,4,57,116,44,,28,2,"2bd, 2bd",221,,,,,,,,,,221,,,,,,,,,,,,37.731093,-122.3754003,"(37.731092998, -122.375400313999)"
2014-004,(6) Complete,280 Brighton,280,Brighton,St,94112,6944,065-094 (31 parcels),7,Oceanview/Merced/Ingleside,Ocean View,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,10/06/2014,10/27/2014,10/27/2014,03/02/2016,SST Investments LLC,,,2013.0083,http://propertymap.sfplanning.org/?search=2013.0083,"2013.0083E,2013.0083E_3,2013.0083Q,2013.0083S,2013.0083U,2013.0083V",02/07/2014,On-site BMR Project,201308305729,29,3,26,10,,,1,2,,,,,,,3,,,,,,,,,,,3,,,,,,,,,,,37.72329257,-122.4548768,"(37.723292568, -122.454876791999)"
2017-027,(5) First Construction Document Issued,1629 Market (see also 53 Colton),1629,Market,St,94103,3505,32,6,Mission,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,07/02/2020,01/11/2021,01/11/2021,03/07/2023,"Strada Brady, LLC",,,2015-005848PRJ,http://propertymap.sfplanning.org/?search=2015-005848PRJ,"2015-005848CUA,2015-005848ENV,2015-005848GPA,2015-005848PCA,2015-005848PPA,2016-005955DVA,2016-005955TDM",10/19/2017,On-site BMR Project,"201811145895, 201905019456",484,58,426,12,,,,,,,,,,,58,,,,,,,,,,,58,,,,,,,,,,,37.7735293,-122.4203114,"(37.7735293, -122.420311384999)"
2014-015,(6) Complete,1433 Bush,1433,Bush,St,94109,670,"066, 067",3,Nob Hill,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,12/20/2017,03/22/2018,03/22/2018,09/18/2019,JS Sullivan Development,,,2015-009279PRJ,http://propertymap.sfplanning.org/?search=2015-009279PRJ,"2015-009279CUA,2015-009279ENV,2015-009279PRV,2015-009279TDM,2015-009279VAR",06/01/2017,On-site BMR Project,201605318777,40,6,34,15,,2,2,,2,,,,,,6,,,,,,,,,,,,,,6,,,,,,,,37.78836325,-122.4208413,"(37.788363254, -122.420841303999)"
2008-005,(6) Complete,The Openhouse Community at 55 Laguna (Richardson Hall),55,Laguna,St,94102,857,6,8,Hayes Valley,Western Addition,MOHCD,Multifamily Rental Program,,Adaptive Reuse,Rental,,04/22/2015,08/19/2014,01/12/2015,01/12/2015,06/07/2017,Mercy Housing California,Openhouse,"55 Laguna, LP",2015-007791PRJ,http://propertymap.sfplanning.org/?search=2015-007791PRJ,,08/16/2012,,201306270646,40,39,1,98,,10,26,3,,,,4,1,2bd,,39,,8,,,,,,,39,,,,,,,,,,,,37.77169713,-122.4261466,"(37.771697127, -122.426146640999)"
2017-040,(4) Site Work Permit Issued,Shirley Chisholm Village (Francis Scott Key Annex),1360,43rd,Ave,94122,1797,7,4,Sunset/Parkside,Outer Sunset,MOHCD,Multifamily Rental Program,,New Construction,Rental,,08/01/2022,01/11/2021,,08/01/2022,12/01/2023,Mid-Peninsula Housing,,"MP Francis Scott Key 1, LLC",2018-015768PRJ,http://propertymap.sfplanning.org/?search=2018-015768PRJ,,,,201912099009,135,134,1,99,,24,43,58,9,,,,1,2bd,134,,,,,,,,,18,15,,15,43,19,,,,24,,,,37.76138551,-122.5022323,"(37.761385507, -122.502232253999)"
2006-001,(6) Complete,1036 Mission,1036,Mission,St,94103,3703,162,6,South of Market,South of Market,MOHCD,Multifamily Rental Program,,New Construction,Rental,,09/01/2016,09/11/2015,06/08/2016,06/08/2016,10/12/2018,Tenderloin Neighborhood Development Corporation,,"1036 Mission Associates, LP",2014.0103,http://propertymap.sfplanning.org/?search=2014.0103,"2014.0103C,2014.0103V,2014.0103X",04/24/2014,,201406269523,83,83,,100,,,38,38,7,,,,,,83,,,40,,40,,20,20,,43,,,,,,,,,,,,37.78053902,-122.4098438,"(37.780539017, -122.409843794999)"
2016-040,(6) Complete,Hazel Betsey Apts,3554,17th,St,94110,3567,20,8,Mission,Mission,MOHCD,Multifamily Rental Program,,Rehabilitation,Rental,,08/15/2019,01/26/2018,,08/15/2019,12/15/2019,Bernal Heights Housing Corporation,,Bernal Heights Housing Corporation,Not Applicable,,,,,,9,9,,100,,6,3,,,,,3,,,9,,,,,,,,,,9,,,,,,,,,,,,37.76333888,-122.4251279,"(37.763338877, -122.425127888999)"
2016-065,(4) Site Work Permit Issued,"HPSY I, Block 52 & 54",351,Friedell,St,94124,4591C,"673, 204",10,Bayview Hunters Point,Bayview,OCII,Multifamily Rental Program,HP Shipyard Phase 1,New Construction,Rental,,07/01/2020,04/23/2020,,07/01/2020,07/01/2022,Developer not yet selected,,,Not Applicable,,,,,"201910083908, 201910083919",112,111,1,99,,,49,30,23,8,1,,1,2bd,111,,,,,,,,,,111,,,,,,,,,,,,37.72812304,-122.3697683,"(37.728123041, -122.369768280999)"
2021-009,(3) Design with Entitlements Approved,2800 Geary,2800,Geary,Blvd,94118,1069,13,2,Presidio Heights,Presidio Heights,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,,,06/16/2023,08/09/2025,Elevation Architects,,,2019-023105PRJ,,,06/17/2021,On-site BMR Project,,42,13,29,31,,,,,,,,,,,13,,,,,,,,,,,,,5,,,,,,4,,,37.78244,-122.44947,"(37.78244, -122.44947)"
2018-005,(4) Site Work Permit Issued,2525 Van Ness,2525,Van Ness,Ave,94123,527,4,2,Marina,Marina,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,02/04/2020,,08/04/2020,09/28/2022,Executive Group,,,2016-002728PRJ,http://propertymap.sfplanning.org/?search=2016-002728PRJ,"2016-002728CUA,2016-002728ENV,2016-002728PPA,2016-002728TDM,2016-002728VAR",05/03/2018,Fee Payment,201712277456,28,,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.79894969,-122.4245079,"(37.798949691, -122.424507859999)"
2007-005,(6) Complete,Willie B Kennedy Senior Housing (Rosa Parks II),1239,Turk,St,94115,757,27,5,Western Addition,Western Addition,MOHCD,Multifamily Rental Program,,New Construction,Rental,,09/15/2014,06/26/2013,12/23/2013,12/23/2013,08/04/2016,Tenderloin Neighborhood Development Corporation,Bethel AME Church,"Rosa Parks II, LP",2014.0888,http://propertymap.sfplanning.org/?search=2014.0888,2014.0888C,07/17/2014,,201207104447,98,97,1,99,,32,65,,,,,9,1,2bd,,97,,20,,,,,,,97,,,,,,,,,,,,37.78062851,-122.4295793,"(37.780628507, -122.429579271999)"
2006-002,(7) On-Hold / Planning Approval Expired,Midtown Park Apartments,1415,Scott,St,94115,1099,31,5,Western Addition,Western Addition,MOHCD,Multifamily Rental Program,,Rehabilitation,Rental,,,,,,,,,,Not Yet Available,,2014.0563R,,,,139,139,,100,,,23,55,61,,,,,,139,,,,,,,,,,65,,10,15,15,10,,,10,,1,13,37.78300526,-122.4384996,"(37.783005259, -122.438499577999)"
2015-060,(6) Complete,1532 Howard,1532,Howard,St,94103,3511,15,6,Mission,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,12/22/2016,09/15/2017,09/15/2017,02/26/2019,Sia Consulting Corp,,,2013.1305,http://propertymap.sfplanning.org/?search=2013.1305,"2013.1305E,2013.1305PPA,2013.1305U",06/26/2015,Fee Payment,201405307085,15,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77281763,-122.4162843,"(37.772817626, -122.416284261999)"
2020-005,(5) First Construction Document Issued,3225 24th St,3225,24th,St,94110,6518,29,9,Mission,Mission,MOHCD,Small Sites Program,,Rehabilitation,Rental,01/21/2020,03/25/2020,,,03/25/2020,11/01/2021,Mission Economic Development Agency,,"MEDA Small Properties, LLC",2020-007841PRJ,http://propertymap.sfplanning.org/?search=2020-007841PRJ,,,,,6,6,,100,,4,2,,,,,,,,6,,,,,,,,,,,,,6,,,,,,,,,37.75215,-122.41688,"(37.75215, -122.41688)"
2017-011,(4) Site Work Permit Issued,555 Howard,555,Howard,St,94105,3736,86,6,Financial District/South Beach,Financial District,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,11/28/2018,,05/29/2019,07/22/2021,Pacific Howard Corporation,,,2015-008058PRJ,http://propertymap.sfplanning.org/?search=2015-008058PRJ,"2015-008058CUA,2015-008058DNX,2015-008058ENV,2015-008058PPA,2015-008058SHD",03/02/2017,On-site BMR Project,201612275918,69,10,59,14,,,3,5,2,,,,,,10,,,,,,,,,,,,,,10,,,,,,,,37.78738028,-122.396902,"(37.787380282, -122.396901953999)"
2008-028,(6) Complete,The Century,2200,Market,St,94114,3560,"053, 054",8,Castro/Upper Market,Castro/Upper Market,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,07/11/2012,09/28/2012,09/28/2012,02/18/2014,Leticia Luna,,,2006.1409,http://propertymap.sfplanning.org/?search=2006.1409,"2006.1409D,2006.1409E,2006.1409K,2006.1409Q",12/11/2008,On-site BMR Project,200509142800,22,3,19,14,,,1,2,,,,,,,3,,,,,,,,,,,,,,,3,,,,,,,37.76578937,-122.431598,"(37.765789369, -122.431598010999)"
1997-005A,(3) Design with Entitlements Approved,388 Beale St ADUs,388,Beale,St,94105,3747,94,6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,09/03/2021,10/28/2023,UDR Towers by the Bay LLC,,,2018-016944PRJ,http://propertymap.sfplanning.org/?search=2018-016944PRJ,ADUs,09/05/2019,On-site BMR Project,,13,2,11,15,,,1,1,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,37.787592,-122.391498,"(37.787592, -122.391498)"
2021-016,(3) Design with Entitlements Approved,1525 Pine,1525,Pine,St,94109,667,20,3,Nob Hill,Nob Hill,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,07/21/2023,09/13/2025,1525 Pine Street Dev LLC,,,2015-009955PRJ,,,07/22/2021,"On-site BMR Project, Fee Payment",,21,2,19,10,,2,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,37.78939,-122.42084,"(37.78939, -122.42084)"
2014-014,(6) Complete,Rockwell,1688,Pine,St,94109,647,026-286 (261 parcels),2,Western Addition,Western Addition,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,10/20/2014,11/05/2014,11/05/2014,09/29/2016,Oyster Development Corp.,,,2011.1306,http://propertymap.sfplanning.org/?search=2011.1306,"2011.1306C,2011.1306E,2011.1306E_3,2011.1306E_5,2011.1306MCM,2011.1306U",09/02/2014,On-site BMR Project,201312184508,261,31,230,12,,,17,14,,,,,,,31,,,,,,,,,,,,,,,31,,,,,,,37.78955309,-122.4232789,"(37.789553093, -122.423278884999)"
2016-128,(3) Design with Entitlements Approved,CPS-Block 8a,95,Harney,Way,94124,5000,34,10,Bayview Hunters Point,Bayview,OCII,Limited Equity Program,HP Shipyard Phase 2,New Construction,Ownership,,07/01/2023,,,07/01/2023,12/23/2023,,,,Not Applicable,,,05/16/2017,,,127,13,114,10,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,13,,,,37.71235657,-122.3838816,"(37.712356571, -122.383881643999)"
2019-021,(3) Design with Entitlements Approved,655 4th St,655,4th,St,94107,3787,"026, 028",6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,,,06/18/2021,08/12/2023,"655 4th Owner, LLC",,,2014-000203PRJ,http://propertymap.sfplanning.org/?search=2014-000203PRJ,,06/20/2019,Fee Payment,,960,,960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.77761,-122.3953,"(37.77761, -122.3953)"
2012-019b,(4) Site Work Permit Issued,Potrero Block B,1801,25th,St,94107,4285B,1,10,Potrero Hill,Potrero Hill,MOHCD,HOPE SF,,New Construction,Rental,,05/01/2022,09/29/2021,,05/01/2022,08/07/2023,BRIDGE Housing Corporation,,"Potrero Housing Associates II, LP",2010.0515,http://propertymap.sfplanning.org/?search=2010.0515,,,,,157,156,1,99,,,40,53,52,11,,15,1,2bd,156,,,,,,117,,41,8,58,,33,16,,,,,,,,,37.75169102,-122.3974306,"(37.75169102, -122.397430562999)"
2013-011,(6) Complete,1490 Ocean,1490,Ocean,Ave,94112,3197,021-038 (18 parcels),7,West of Twin Peaks,West of Twin Peaks,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,03/19/2015,07/23/2015,07/23/2015,01/04/2018,,,,2008.0538,http://propertymap.sfplanning.org/?search=2008.0538,"2008.0538C,2008.0538E,2008.0538K",06/06/2013,Fee Payment,200810315636,15,,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.724533,-122.457882,"(37.724532999, -122.457881964999)"
2016-093,(2) Predevelopment Feasibility,Mission Bay South Block 9A,,Address not yet assigned,,94158,8719,5,6,Mission Bay,South of Market,OCII,Limited Equity Program,Mission Bay,New Construction,Ownership,,04/01/2022,,,04/01/2022,02/01/2024,Curtis Development and Michael Simmons Property Development Inc.,Young Community Developers,"350 China Basin Partners, LLC",Not Applicable,,,,,,148,148,,100,,,43,70,35,,,,,,148,,,,,,,,,,,,,17,26,47,,58,,,,,37.77258484,-122.3876007,"(37.772584844, -122.387600687999)"
2016-112,(3) Design with Entitlements Approved,524 Howard,524,Howard,St,94105,3721,13,6,Financial District/South Beach,Financial District,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,11/02/2018,12/26/2020,"J. Abrams Law, PC",,,2013.0882,http://propertymap.sfplanning.org/?search=2013.0882,"2013.0882DNX,2013.0882ENV,2013.0882SHD,2013.0882U,2013.0882VAR",11/03/2016,On-site BMR Project,,334,50,284,15,,,,,,,,,,,50,,,,,,,,,,,50,,,,,,,,,,,37.78822321,-122.3970174,"(37.788223205, -122.397017402999)"
2014-027,(6) Complete,The Austin,1527-45,Pine,St,94109,667,047-149 (103 parcels),3,Nob Hill,Nob Hill,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,10/27/2015,02/29/2016,02/29/2016,02/15/2018,Trumark Urban,,,2006.0383,http://propertymap.sfplanning.org/?search=2006.0383,"2006.0383C,2006.0383E,2006.0383E_3,2006.0383K,2006.0383V",10/02/2014,On-site BMR Project,201312033256,100,12,88,12,,2,6,4,,,,,,,12,,,,,,,,,,,,,,12,,,,,,,,37.78928841,-122.4210831,"(37.789288405, -122.421083116999)"
2020-025,(3) Design with Entitlements Approved,4128 3rd St,4128,3rd,St,94124,5260,36,10,Bayview Hunters Point,Bayview,OCII,Inclusionary Housing Program,,New Construction,Ownership,,,,,04/06/2022,05/30/2024,"Bay View Heights, LLC",,,Not applicable,,,04/07/2020,On-site BMR Project,,8,1,7,13,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,37.73998,-122.38923,"(37.73998, -122.38923)"
2018-030,(5) First Construction Document Issued,188 Octavia St (Parcel T),188,Octavia,St,94102,853,"022, 034",5,Hayes Valley,Western Addition,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,09/07/2018,02/27/2019,02/27/2019,08/28/2020,Linden Partners Investment LLC,,,2014.1509,http://propertymap.sfplanning.org/?search=2014.1509,"2014.1509DRP,2014.1509ENV,2014.1509GPR,2014.1509U,2014.1509VAR",08/24/2017,On-site BMR Project,201610059557,28,4,24,14,,2,,2,,,,,,,4,,,,,,,,,,,4,,,,,,,,,,,37.77365832,-122.4236992,"(37.773658319, -122.423699230999)"
2021-003,(3) Design with Entitlements Approved,1526-1560 Folsom/276 11th St/135 Kissling St,1526-1560,Folsom,St,94103,3516,"067, 066, 068, 009",6,South of Market,South of Market,MOHCD,Inclusionary Housing Program,,New Construction,Rental,,,,,02/17/2023,04/12/2025,L37 Partners,,,2018-014795PRJ,,,02/18/2021,"On-site BMR Project, Fee Payment",,244,34,210,14,,9,12,12,1,,,,,,34,,,,,,,,,,20,,,7,,,,,,,,,37.77141,-122.41494,"(37.77141, -122.41494)"
2014-019,(6) Complete,1550 Mission (Goodwill),1500,Mission,St,94103,3506,"008, 009",6,Mission,South of Market,MOHCD,Bond Financed Inclusionary Housing,,New Construction,Rental,,,10/03/2017,03/21/2018,03/21/2018,12/08/2021,Related California,,,2014-000362PRJ,http://propertymap.sfplanning.org/?search=2014-000362PRJ,"2014-000362DNX,2014-000362ENV,2014-000362GPA,2014-000362MAP,2014-000362PCA,2014-000362SHD,2014-000362SUB,2014.1208PPA,2014.1208U",07/17/2014,On-site BMR Project,201606200387,550,110,440,20,,40,29,39,2,,,,,,110,,,,,,,,,,110,,,,,,,,,,,,37.77418641,-122.4181267,"(37.774186409, -122.418126654999)"
2005-010,(6) Complete,Summit 800,800,Brotherhood,Way,94132,7331,"007, 008",7,Lakeshore,Lakeshore,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,10/07/2013,,04/07/2014,12/19/2014,"RCS Brotherhood Way, LLC",,,2003.0536,http://propertymap.sfplanning.org/?search=2003.0536,"2003.0536C,2003.0536E,2003.0536Q,2003.0536R,2003.0536S,2003.0536S_3",05/19/2005,Off-site BMR Project,"201209119408, 201209119424, 201209119425, 201209119426, 201209119427, 201308124103, 201312315312, 201312315317, 201312315318, 201312315319, 201312315320, 201312315321, 201405155781, 201405155782, 201405155787, 201405155788, 201405155789, 201405155790, 201405155791, 201405155794, 201405155795, 201405155796, 201405155800, 201405155804, 201405155805, 201405155806, 201405155807, 201405155811, 201405155813, 201405155816, 201501216188, 201501216197, 201501216198, 201501216199, 201502047426, 201502047437, 201502047438, 201502047442, 201506098466, 201506098476, 201511031507, 201511031508, 201511031509, 201511031510, 201511031511, 201511031512, 201604064040, 201604064041, 201604064042, 201604064043, 201604064044, 201604064045, 201604064046, 201604064047, 201605046475, 201605046476, 201605046477, 201605046478, 201605046479, 201605046480, 201605046481, 201605046482, 201605046483",182,,182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.71509189,-122.4764909,"(37.715091891, -122.476490857999)"
"2012-001c, 2012-012d",(6) Complete,Alice Griffith Phase 3A-3B  (Block 1),2500,Arelious Walker,Dr,94124,8803,1,10,Bayview Hunters Point,Bayview,OCII,HOPE SF,Candlestick Point,New Construction,Rental,,02/29/2016,11/09/2015,02/08/2016,02/08/2016,08/20/2019,McCormack Baron Salazar,San Francisco Housing Development Corporation,"Alice Griffith Phase 3A, LP, Alice Griffith Phase 3B, LP",Not Applicable,,,,,,122,121,1,99,,,13,70,35,3,,12,1,2bd,121,,,,,,93,,,,121,,,,,,,,,,,,37.71964521,-122.384831,"(37.719645207, -122.384830980999)"
2016-022,(3) Design with Entitlements Approved,430 Eddy,430,Eddy,St,94109,334,8,6,Tenderloin,Downtown/Civic Center,MOHCD,Inclusionary Housing Program,,New Construction,Ownership,,,,,03/16/2018,05/09/2020,430 Eddy Associates LLC,,,2014.04,http://propertymap.sfplanning.org/?search=2014.0400,"2014.0400CUA,2014.0400E,2014.0400PPA,2014.0400SHD,2014.0400U",03/17/2016,On-site BMR Project,201605056698,23,3,20,13,,3,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,37.78393671,-122.4148339,"(37.783936713, -122.414833879999)"
2017-039,(5) First Construction Document Issued,1068 Mission,1064-1068,Mission,St,94103,3703,"040, 084",6,South of Market,South of Market,MOHCD,Multifamily Rental Program,,New Construction,Rental,,03/16/2020,06/05/2019,02/13/2020,02/13/2020,06/30/2022,Mercy Housing California,Episcopal Community Services,"1064 Mission, L.P.",2018-010889PRJ,http://propertymap.sfplanning.org/?search=2018-010889PRJ,,08/30/2018,,201810233860,258,256,2,99,,256,,,,,,32,2,1bd,153,103,,153,,,,,127,,129,,,,,,,,,,,,37.78049477,-122.4103872,"(37.78049477, -122.410387203999)"
2016-071,(6) Complete,1990 Folsom (Casa Adelante),1990,Folsom,St,94103,3552,12,9,Mission,Mission,MOHCD,Multifamily Rental Program,,New Construction,Rental,,03/04/2019,08/31/2018,03/15/2019,03/15/2019,12/21/2021,Tenderloin Neighborhood Development Corporation,Mission Economic Development Agency,"1990 Folsom Housing Associates, L.P.",2018-009935PRJ,http://propertymap.sfplanning.org/?search=2018-009935PRJ,,01/25/2018,,201707051030,143,142,1,99,,23,48,60,11,,,40,1,2bd,142,,,,,,29,,,15,72,,28,27,,,,,,,,,37.76555237,-122.4158988,"(37.765552369, -122.415898802999)"
2013-039,(6) Complete,Clementina Towers,320-330,Clementina,St,94103,3733,"159, 160",6,South of Market,South of Market,MOHCD,Rental Assistance Demonstration Program (RAD),,Rehabilitation,Rental,10/13/2016,11/07/2016,07/18/2016,11/30/2016,11/30/2016,05/15/2019,Tenderloin Neighborhood Development Corporation,,"Clementina Towers Associates, LP",2015-011205PRJ,http://propertymap.sfplanning.org/?search=2015-011205PRJ,2015-011205ENV,,,201510301361,276,274,2,99,,226,48,,,,,28,2,"1bd, 1bd",,274,,,,,,,,,274,,,,,,,,,,,,37.78217673,-122.4027576,"(37.782176733, -122.402757566999)"
2015-024,(6) Complete,"HPSY, Block 56/57 (3 & 4)",52,Innes,Ct,94124,4591C,"561, 562",10,Bayview Hunters Point,Bayview,OCII,Limited Equity Program,HP Shipyard Phase 1,New Construction,Ownership,,,04/14/2014,07/10/2015,07/10/2015,11/13/2018,,,,Not Applicable,,,,,"201412053180, 201412053181, 201309277932, 201309277934, 201309277920, 201309277933",72,7,65,10,,,3,4,,,,,,,7,,,,,,,,,,,,,7,,,,,,,,,37.72803931,-122.367778,"(37.728039305, -122.367777954999)"
2016-027,(5) First Construction Document Issued,875 California,875,California,St,94108,256,17,3,Nob Hill,Chinatown,MOHCD,Inclusionary Housing Program,,New Construction,Unknown,,,12/29/2017,05/08/2018,05/08/2018,12/23/2019,,,,2014-000609PRJ,http://propertymap.sfplanning.org/?search=2014-000609PRJ,"2014-000609CND,2014-000609CUA,2014-000609ENV,2014-000609SHD,2014-000609VAR",04/07/2016,Fee Payment,201603091627,44,,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.79178765,-122.408791,"(37.791787646, -122.408790973999)"
